FID,id,exclude,type,query,constraint,text,query_resu,heading,format0,lat0,lng0,format1,lat1,lng1,format2,lat2,lng2,format3,lat3,lng3,format4,lat4,lng4,pitch,district_2,district_1,node,landmark,path,edge
-1,3341809309.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,344.168607800000018,"560 Boylston, Boston, MA 02116, USA",42.350388100000004,-71.076240519999999, ,0.000000000000000,0.000000000000000, , , , , , , , , ,11.437706589999999,1.000000000000000,7.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3341809381.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,336.350320800000020,"560 Boylston, Boston, MA 02116, USA",42.350388100000004,-71.076240519999999, ,0.000000000000000,0.000000000000000, , , , , , , , , ,22.880886390000001,1.000000000000000,7.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3341809503.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,335.870039799999972,"Copley Square, Boston, MA 02116, USA",42.350435040000001,-71.076065929999999, ,0.000000000000000,0.000000000000000, , , , , , , , , ,21.310432209999998,1.000000000000000,7.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3341809855.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,338.427060499999982,"Copley Square, Boston, MA 02116, USA",42.350517459999999,-71.075773359999999, ,0.000000000000000,0.000000000000000, , , , , , , , , ,25.836732640000001,1.000000000000000,5.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3341810009.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,338.427060499999982,"560 Boylston, Boston, MA 02116, USA",42.350532989999998,-71.075716749999998, ,0.000000000000000,0.000000000000000, , , , , , , , , ,25.836732640000001,1.000000000000000,4.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3341810139.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,338.427060499999982,"560 Boylston, Boston, MA 02116, USA",42.350202660000001,-71.076901579999998, ,0.000000000000000,0.000000000000000, , , , , , , , , ,25.836732640000001,1.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3341810417.000000000000000,0,frog,Boston Public Library Copley Square,Boston,Copley Square,1,149.705363500000004,"700 Boylston St, Boston, MA 02116, USA",42.349949870000003,-71.077825009999998, ,0.000000000000000,0.000000000000000, , , , , , , , , ,27.578221910000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3341810517.000000000000000,0,frog,Boston Public Library Copley Square,Boston,Copley Square,1,251.997868399999987,"Copley Square, Boston, MA 02116, USA",42.349497599999999,-71.077049630000005, ,0.000000000000000,0.000000000000000, , , , , , , , , ,25.261949130000001,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000
-1,3341810605.000000000000000,0,frog,Boston Public Library Copley Square,Boston,Copley Square,1,273.445395700000006,"700 Boylston St, Boston, MA 02116, USA",42.349413370000001,-71.077007820000006, ,0.000000000000000,0.000000000000000, , , , , , , , , ,19.655023589999999,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000
-1,3341810877.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,347.895881200000019,"560 Boylston, Boston, MA 02116, USA",42.350325840000004,-71.076467080000000, ,0.000000000000000,0.000000000000000, , , , , , , , , ,27.975978919999999,1.000000000000000,6.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342643546.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,339.978022699999997,"560 Boylston, Boston, MA 02116, USA",42.350123269999997,-71.077185679999999, ,0.000000000000000,0.000000000000000, , , , , , , , , ,28.264908299999998,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342643624.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,339.978022699999997,"560 Boylston, Boston, MA 02116, USA",42.350236299999999,-71.076785560000005, ,0.000000000000000,0.000000000000000, , , , , , , , , ,28.264908299999998,1.000000000000000,4.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342643682.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,341.834808500000008,"560 Boylston, Boston, MA 02116, USA",42.350532989999998,-71.075716749999998, ,0.000000000000000,0.000000000000000, , , , , , , , , ,34.685228909999999,1.000000000000000,4.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342643782.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,341.371335299999998,"560 Boylston, Boston, MA 02116, USA",42.350271290000002,-71.076662440000007, ,0.000000000000000,0.000000000000000, , , , , , , , , ,40.586336539999998,1.000000000000000,4.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342643862.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,325.055886799999996,"560 Boylston, Boston, MA 02116, USA",42.350325840000004,-71.076467080000000, ,0.000000000000000,0.000000000000000, , , , , , , , , ,40.708673589999997,1.000000000000000,6.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342643942.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,335.146999800000003,"560 Boylston, Boston, MA 02116, USA",42.350342619999999,-71.076407130000007, ,0.000000000000000,0.000000000000000, , , , , , , , , ,34.949813200000001,1.000000000000000,6.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342644116.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,341.121435299999973,"560 Boylston, Boston, MA 02116, USA",42.350202660000001,-71.076901579999998, ,0.000000000000000,0.000000000000000, , , , , , , , , ,22.859139769999999,1.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
-1,3342644246.000000000000000,0,frog,"Copley Square, Boylston Street",Boston,Copley Square,1,5.970806940000000,"560 Boylston, Boston, MA 02116, USA",42.350342619999999,-71.076407130000007, ,0.000000000000000,0.000000000000000, , , , , , , , , ,26.363340500000000,1.000000000000000,6.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000
